id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
81,2020-10-29 18:49:28.867727,,,,,,f,,{},participant,d25cb6fd38ecadcf1da652a9325b53d4,mturk,81,3T3IWE1XG8US8I17PT7C3RNZKZDTQO,81:3T3IWE1XG8US8I17PT7C3RNZKZDTQO,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:18:59.09617,3,1,approved
66,2020-10-29 18:48:48.938437,,,,,,f,,{},participant,f04edd49fc38c554a75511e6be52243f,mturk,66,3A7Y0R2P2QVI3C6EZDO0VTWJJ08XJJ,66:3A7Y0R2P2QVI3C6EZDO0VTWJJ08XJJ,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:01:06.023978,3,,bad_data
11,2020-10-29 18:43:10.480194,,,,,,f,,{},participant,469cb6ef89765084b45f0dfba3fe56f7,mturk,11,3RJSC4XJ1212ZNLI7ZVZL5Q3RSS50A,11:3RJSC4XJ1212ZNLI7ZVZL5Q3RSS50A,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:46:26.798887,3,,bad_data
60,2020-10-29 18:48:15.30626,,,,,,f,,{},participant,9cbcf48ede78d1d973f5d5a74fafe3fd,mturk,60,30JNVC0ORBR239ACPZQNP8KB95HHQ1,60:30JNVC0ORBR239ACPZQNP8KB95HHQ1,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:19:04.793732,3,0,approved
52,2020-10-29 18:46:17.406112,,,,,,f,,{},participant,6509d4c7da1452e37667a6761e6de22a,mturk,52,3QY7M81QH9TJZH65ZLKE29J8WWT7KX,52:3QY7M81QH9TJZH65ZLKE29J8WWT7KX,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:46:49.765069,,,returned
74,2020-10-29 18:49:13.12181,,,,,,f,,{},participant,7a1f60c4615d7e739dd27e1a1f283ec2,mturk,74,32EYX73OY2G7KWVW2DMMDDJ6ZZMURH,74:32EYX73OY2G7KWVW2DMMDDJ6ZZMURH,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:11:35.515827,3,1.2,approved
62,2020-10-29 18:48:39.377269,,,,,,f,,{},participant,232f83ad7bbfed1be82eef3d8f24ae6d,mturk,62,3QAVNHZ3EOBC2PMLRO8ZR0YDM45ALV,62:3QAVNHZ3EOBC2PMLRO8ZR0YDM45ALV,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:08.508924,,,abandoned
77,2020-10-29 18:49:23.487644,,,,,,f,,{},participant,4912a7ac5383d7d09cfaa624aa6ca2e7,mturk,77,3OJSZ2ATDU3GHYL2SYG80K0QZ6075E,77:3OJSZ2ATDU3GHYL2SYG80K0QZ6075E,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:18:59.034777,3,0,approved
291,2020-10-29 19:24:02.020964,,,,,,f,,{},participant,5474e4946de433981750a1962e2f484f,mturk,291,320DUZ38G9T7HQBOA3OW77WOGAGJGH,291:320DUZ38G9T7HQBOA3OW77WOGAGJGH,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:25:06.334639,3,,bad_data
56,2020-10-29 18:47:09.987407,,,,,,f,,{},participant,fd7cc728063fb8ff538a283bf6d85615,mturk,56,34HJIJKLP730W5IYWR0E16AFLSAV4N,56:34HJIJKLP730W5IYWR0E16AFLSAV4N,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:12:22.304098,3,1.2,approved
58,2020-10-29 18:47:49.89233,,,,,,f,,{},participant,1d0cc6af7c03be84a76360b3dd7451d6,mturk,58,3E337GFOLBF30G29P1GO0ED5PUHGNE,58:3E337GFOLBF30G29P1GO0ED5PUHGNE,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:13:06.25902,3,1.8,approved
321,2020-10-29 19:31:30.906337,,,,,,f,,{},participant,174ad0b5f4e5e76f231d14c233ee8c2f,mturk,321,324G5B4FB5FHMRZ1VSAWJP4ZIYS07P,321:324G5B4FB5FHMRZ1VSAWJP4ZIYS07P,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:16.778492,,,returned
238,2020-10-29 19:12:49.524294,,,,,,f,,{},participant,79cc6435b2c73c54c3d723942b68c0ca,mturk,238,3SITXWYCNXGCLT82BLBJX5D6BV4BXH,238:3SITXWYCNXGCLT82BLBJX5D6BV4BXH,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:36:53.357299,3,0.6,approved
86,2020-10-29 18:49:40.56546,,,,,,f,,{},participant,9d6f5c44365e76f06a283b369f7c59f5,mturk,86,3NPI0JQDAQC7860SPGSN3MXPF3RTPX,86:3NPI0JQDAQC7860SPGSN3MXPF3RTPX,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:20:04.396613,3,2,approved
51,2020-10-29 18:46:13.121909,,,,,,f,,{},participant,eb8c1f485bf3fbd804d018169f2df2f1,mturk,51,3YHH42UU5DMG1CO3ZMB62UM0DISL0E,51:3YHH42UU5DMG1CO3ZMB62UM0DISL0E,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:10:02.752958,3,1.8,approved
72,2020-10-29 18:49:09.144105,,,,,,f,,{},participant,ad0fcba52722379d71949690451b1a1f,mturk,72,3Q5C1WP23O826C603IZZZA9DWK015B,72:3Q5C1WP23O826C603IZZZA9DWK015B,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:14:34.429401,3,0,approved
57,2020-10-29 18:47:26.243768,,,,,,f,,{},participant,85582e29d4f0c37f35b57b2c0ae8c5cf,mturk,57,33JKGHPFYE13SQYV04EJDJX2LGTNMT,57:33JKGHPFYE13SQYV04EJDJX2LGTNMT,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:10:10.604014,3,0.2,approved
70,2020-10-29 18:49:00.789414,,,,,,f,,{},participant,1259219eb07d2a83313a442a921b02cd,mturk,70,3QY7M81QH9TJZH65ZLKE29J8WWT7KX,70:3QY7M81QH9TJZH65ZLKE29J8WWT7KX,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:10:10.581152,3,0,approved
76,2020-10-29 18:49:22.80158,,,,,,f,,{},participant,99234488ece7d26deae54e8f377248e3,mturk,76,33PPO7FECXM8AVHRQV2OPLERQ38IDR,76:33PPO7FECXM8AVHRQV2OPLERQ38IDR,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:50:48.084188,,,returned
68,2020-10-29 18:48:49.774509,,,,,,f,,{},participant,09537ccd682772292a05ead03b0b79a1,mturk,68,3WMOAN2SRD4MIDS4EWFA0FGFC96NVB,68:3WMOAN2SRD4MIDS4EWFA0FGFC96NVB,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:52:34.307599,,,returned
69,2020-10-29 18:48:52.727926,,,,,,f,,{},participant,93f20916d96b6f7b28a3d5b424ec366d,mturk,69,3LOTDFNYA96N9AFS6I1TECQKHRMWFN,69:3LOTDFNYA96N9AFS6I1TECQKHRMWFN,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:10:12.236336,3,1,approved
84,2020-10-29 18:49:36.278532,,,,,,f,,{},participant,2edcca9de4ec47227455142664551136,mturk,84,3QUO65DNQWV4NJ3GAL5IJIE1OC2OU2,84:3QUO65DNQWV4NJ3GAL5IJIE1OC2OU2,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:55:33.653671,3,,bad_data
55,2020-10-29 18:47:06.800833,,,,,,f,,{},participant,3fd45e8e01e0fc13d287daa7c070c915,mturk,55,3AMYWKA6YDTJL8DFE37F3C0LLQJO6Z,55:3AMYWKA6YDTJL8DFE37F3C0LLQJO6Z,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:10:28.418529,3,0.8,approved
80,2020-10-29 18:49:24.288934,,,,,,f,,{},participant,71a78eedf6f542675adedfac430dde22,mturk,80,3OSWBBLG1G450Q6MPH2PSV16EGCDXM,80:3OSWBBLG1G450Q6MPH2PSV16EGCDXM,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:14:56.637443,3,2.4,approved
73,2020-10-29 18:49:11.381303,,,,,,f,,{},participant,785ba076e78c8fef55f35345d7d32115,mturk,73,3E337GFOLBF30G29P1GO0ED5PUINGM,73:3E337GFOLBF30G29P1GO0ED5PUINGM,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:14:56.937604,3,0.2,approved
75,2020-10-29 18:49:19.980414,,,,,,f,,{},participant,200240dfd8b1d6edf6d55055cd11a375,mturk,75,3Z7VU45IP0O0DQQPA66FOEG8XJ81ZI,75:3Z7VU45IP0O0DQQPA66FOEG8XJ81ZI,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:49:33.254086,,,returned
128,2020-10-29 18:53:20.872797,,,,,,f,,{},participant,14abf6d46253ec5732ae4865f160d08c,mturk,128,3FE7TXL1LKUYOJ7U6ENG24E9KM0Q2T,128:3FE7TXL1LKUYOJ7U6ENG24E9KM0Q2T,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:24:28.465495,3,1.8,approved
216,2020-10-29 19:07:07.195142,,,,,,f,,{},participant,1c20766ebf6dd89c35b4cd33c210509d,mturk,216,3TR2532VIR15KXMIYQFAVGJZMWE6J3,216:3TR2532VIR15KXMIYQFAVGJZMWE6J3,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:36:53.423461,3,1,approved
89,2020-10-29 18:49:47.204646,,,,,,f,,{},participant,4604988145c5724e3bef45c7dfec52ca,mturk,89,3GDTJDAPVWIIPJBRU2P0VM77WLVM85,89:3GDTJDAPVWIIPJBRU2P0VM77WLVM85,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:12:06.265839,3,1.4,approved
91,2020-10-29 18:49:54.53022,,,,,,f,,{},participant,ad6f952ca65d2055db831824731f456b,mturk,91,3MAOD8E57SHEM2XZEBGSO0D0SKENXE,91:3MAOD8E57SHEM2XZEBGSO0D0SKENXE,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:52:23.063244,3,,bad_data
82,2020-10-29 18:49:30.815074,,,,,,f,,{},participant,9b8cdce5cad3262c1a7f0c03eeeb9c1c,mturk,82,3PB5A5BD0XDEXVAM9UZZ4HRFPFC7GU,82:3PB5A5BD0XDEXVAM9UZZ4HRFPFC7GU,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:05:34.548863,3,,bad_data
338,2020-10-29 19:39:01.485576,,,,,,f,,{},participant,8646076a8281f2ee6472f7e6e2d7a168,mturk,338,33OOO72IVJSOEHROKB6HJMYIGKGTCN,338:33OOO72IVJSOEHROKB6HJMYIGKGTCN,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:40:26.624159,3,,bad_data
261,2020-10-29 19:19:44.335141,,,,,,f,,{},participant,868a8871889d2fe15cc94d77cf93c8dc,mturk,261,3IRIK4HM3CRICJGCOYYO8C64WC5C6V,261:3IRIK4HM3CRICJGCOYYO8C64WC5C6V,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:30:45.53942,3,,bad_data
239,2020-10-29 19:12:56.656357,,,,,,f,,{},participant,f1b7b86a2faea71aa34cd6efcbb9d63b,mturk,239,3QAPZX2QN6KA0Q2VPGT1NYNR7I6029,239:3QAPZX2QN6KA0Q2VPGT1NYNR7I6029,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:49:01.05982,,,abandoned
83,2020-10-29 18:49:36.23919,,,,,,f,,{},participant,5762da809078130ebde4e5d179ec6af5,mturk,83,3HL8HNGX478CXE2KD7R10SI9JQ2F9H,83:3HL8HNGX478CXE2KD7R10SI9JQ2F9H,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:09:04.268898,3,,bad_data
188,2020-10-29 19:02:37.238521,,,,,,f,,{},participant,eea52dd5c8584f7040552458a10d671b,mturk,188,3C6FJU71TS0GHX7IG8EGL9C32M1YUN,188:3C6FJU71TS0GHX7IG8EGL9C32M1YUN,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:31:41.018166,3,0,approved
323,2020-10-29 19:32:05.863541,,,,,,f,,{},participant,8e4d9c7ad0292071de3ff122418e85b9,mturk,323,3TVRFO09GMMOY2UE2Y0DB89BNPKXLS,323:3TVRFO09GMMOY2UE2Y0DB89BNPKXLS,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:19.489852,,,returned
278,2020-10-29 19:22:45.176215,,,,,,f,,{},participant,f10f41c1a680c74d1c990a914ccb9346,mturk,278,3YZ8UPK3VVT3EU6DKGWROIKKZYQCU0,278:3YZ8UPK3VVT3EU6DKGWROIKKZYQCU0,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:23:04.871984,,,returned
262,2020-10-29 19:20:55.305916,,,,,,f,,{},participant,undefined,undefined,262,304SM51WA5B4PCM3HB5WYXWEWG1SBP,262:304SM51WA5B4PCM3HB5WYXWEWG1SBP,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:28:42.430256,,,returned
6,2020-10-29 18:43:00.784117,,,,,,f,,{},participant,8e9d39b0522b681e67d251c38567b31f,mturk,6,3YJ6NA41JDNDU34NDMEJ1GAGH1ZJPH,6:3YJ6NA41JDNDU34NDMEJ1GAGH1ZJPH,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:07:34.322107,3,0,approved
85,2020-10-29 18:49:36.456869,,,,,,f,,{},participant,f258aa03286e02c57465f812703587f0,mturk,85,3QL2OFSM98PQJ4M4NFK5ANSQR2PCN0,85:3QL2OFSM98PQJ4M4NFK5ANSQR2PCN0,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:59:10.250855,3,,bad_data
240,2020-10-29 19:13:12.37913,,,,,,f,,{},participant,b7fa6f863b6bd097f92b053d1bb0f8e8,mturk,240,3PWWM24LHU5SIF7YKK6GGDT9QGI824,240:3PWWM24LHU5SIF7YKK6GGDT9QGI824,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:22:40.970078,3,,bad_data
189,2020-10-29 19:03:16.699629,,,,,,f,,{},participant,a1a8ce5017bf86e37bbd6ad6f4dbcfb9,mturk,189,37TD41K0AJGNZHE9VB1R9H2WE1XCSC,189:37TD41K0AJGNZHE9VB1R9H2WE1XCSC,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:22:42.385656,,,returned
339,2020-10-29 19:39:21.221163,,,,,,f,,{},participant,e8863c4ac66ba7d328dee8224f047094,mturk,339,3LEIZ60CDL6I2VTKEJL83KYRVVU9ZX,339:3LEIZ60CDL6I2VTKEJL83KYRVVU9ZX,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:42:27.890904,3,,bad_data
293,2020-10-29 19:24:32.865378,,,,,,f,,{},participant,dafdbb94668a778177344e5c9182bc25,mturk,293,3WMINLGALDAJZLSFEBF0OH8QSVYCAO,293:3WMINLGALDAJZLSFEBF0OH8QSVYCAO,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:26:06.597623,3,,bad_data
324,2020-10-29 19:32:13.040134,,,,,,f,,{},participant,cc320573900ebd8fb8663397d2824391,mturk,324,3KKG4CDWKK52ZY5VTQVI9OLIU0W49L,324:3KKG4CDWKK52ZY5VTQVI9OLIU0W49L,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:55.226966,3,,bad_data
119,2020-10-29 18:52:06.942287,,,,,,f,,{},participant,2b89ada7f3506b6ce4ae78b04255ed66,mturk,119,3IOEN3P9S9QYPG6E8194RGNDSFB16R,119:3IOEN3P9S9QYPG6E8194RGNDSFB16R,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:03:21.107856,3,,bad_data
18,2020-10-29 18:43:18.998444,,,,,,f,,{},participant,b82ece00039259227d0c5b47bf706c62,mturk,18,3RSDURM96CTZS1AWQ8ZBHRQ0GY6EYL,18:3RSDURM96CTZS1AWQ8ZBHRQ0GY6EYL,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:07:20.506365,3,0.6,approved
23,2020-10-29 18:43:26.722067,,,,,,f,,{},participant,4bec6a7a730c2af15760acde7f43e780,mturk,23,3JZQSN0I3SHRCOPSRDXBS94WN3VGF7,23:3JZQSN0I3SHRCOPSRDXBS94WN3VGF7,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:07:33.864636,3,0,approved
59,2020-10-29 18:48:02.523723,,,,,,f,,{},participant,19f764239f9f13558b7d96a2f86ac25a,mturk,59,3HL8HNGX478CXE2KD7R10SI9JQ0F9F,59:3HL8HNGX478CXE2KD7R10SI9JQ0F9F,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:50:06.100476,3,,bad_data
219,2020-10-29 19:07:37.709247,,,,,,f,,{},participant,37aaea0daf5f25522cc1ed3432a82795,mturk,219,37UQDCYH6Z2XFS0HYPYL4IUPCU57VO,219:37UQDCYH6Z2XFS0HYPYL4IUPCU57VO,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:39:20.368706,3,1.4,approved
87,2020-10-29 18:49:43.942123,,,,,,f,,{},participant,63909f0a2ba1748cf4afb8873d1bda26,mturk,87,33C7UALJVN5LTUP21G62BUJ4YA118D,87:33C7UALJVN5LTUP21G62BUJ4YA118D,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:00:25.241862,3,,bad_data
325,2020-10-29 19:32:45.246514,,,,,,f,,{},participant,c2cc371a3836723702ca9fa79a605070,mturk,325,3TXD01ZLD6O0JQTYR1Q95K8W7L5U41,325:3TXD01ZLD6O0JQTYR1Q95K8W7L5U41,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:28.935263,3,,bad_data
241,2020-10-29 19:13:16.102952,,,,,,f,,{},participant,e6e4b42fe08b8bc8552552c995f701f2,mturk,241,3WAKVUDHUYNX2DBHTZOG8WS6YNW7UZ,241:3WAKVUDHUYNX2DBHTZOG8WS6YNW7UZ,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:18:06.305202,3,,bad_data
294,2020-10-29 19:24:33.738166,,,,,,f,,{},participant,92dd942016facf4da21253249801c449,mturk,294,3TPWUS5F8B8G6YVIFGBS665HKE1CWZ,294:3TPWUS5F8B8G6YVIFGBS665HKE1CWZ,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:25:33.869413,3,,bad_data
260,2020-10-29 19:19:43.465457,,,,,,f,,{},participant,e5169862bfc45c9b60c7541494c8b717,mturk,260,324G5B4FB5FHMRZ1VSAWJP4ZIYP07M,260:324G5B4FB5FHMRZ1VSAWJP4ZIYP07M,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:39:57.954744,3,0.2,approved
90,2020-10-29 18:49:53.887601,,,,,,f,,{},participant,4097e7385305140015b056342652bd41,mturk,90,3IUZPWIU1QEYPW767TSQUPIPPN4KWE,90:3IUZPWIU1QEYPW767TSQUPIPPN4KWE,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:18:58.76589,3,1.2,approved
263,2020-10-29 19:21:03.603049,,,,,,f,,{},participant,72fc0a0dad58fd7460ec7826bae0939d,mturk,263,3PM8NZGV80NZPZARU389SU85XV0QX3,263:3PM8NZGV80NZPZARU389SU85XV0QX3,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:26:06.608114,3,,bad_data
270,2020-10-29 19:21:53.924748,,,,,,f,,{},participant,b8454cc437acc1d46c24fa6895947e21,mturk,270,3OSWBBLG1G450Q6MPH2PSV16EGIXDC,270:3OSWBBLG1G450Q6MPH2PSV16EGIXDC,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:40:13.962465,3,1.4,approved
222,2020-10-29 19:08:07.245971,,,,,,f,,{},participant,cd930f7b294531a65f4f03ed211c1675,mturk,222,32UTUBMZ7I3KH437B6A19KGLVKSVBU,222:32UTUBMZ7I3KH437B6A19KGLVKSVBU,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:26.305667,,,abandoned
252,2020-10-29 19:14:56.147824,,,,,,f,,{},participant,41e1e8fb2abc566bcbcfa7940347df71,mturk,252,3EO896NRAY2BMVXUU3N36QBD64OTJ0,252:3EO896NRAY2BMVXUU3N36QBD64OTJ0,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:34:54.589236,3,0,approved
88,2020-10-29 18:49:46.903842,,,,,,f,,{},participant,1db994b7e0204348bac048c1202d15ff,mturk,88,3IQ1VMJRYVRH1NLC2R59MR7IMAPA9Z,88:3IQ1VMJRYVRH1NLC2R59MR7IMAPA9Z,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:11:52.836424,3,1.4,approved
295,2020-10-29 19:24:33.983725,,,,,,f,,{},participant,8b39352ad0a4680e5ae2e3e81f16dd3f,mturk,295,3ATPCQ38JAHW2OTKA3XPL809VJ9YAB,295:3ATPCQ38JAHW2OTKA3XPL809VJ9YAB,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:24:59.688259,3,,bad_data
190,2020-10-29 19:04:08.549187,,,,,,f,,{},participant,5a1ab9a0db8125d7303c942f41af7601,mturk,190,3VAR3R6G1R86PMW37I4DNQWCRLAO8M,190:3VAR3R6G1R86PMW37I4DNQWCRLAO8M,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:50.634936,,,abandoned
264,2020-10-29 19:21:22.010565,,,,,,f,,{},participant,565698e23104d83f8c82e67bcefa636d,mturk,264,3MHW492WW2KG0V742V0AN0RF7J2MVG,264:3MHW492WW2KG0V742V0AN0RF7J2MVG,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:40:58.574455,3,,bad_data
326,2020-10-29 19:32:47.888007,,,,,,f,,{},participant,116c837b394d83c77f21f3769a8e1865,mturk,326,3WYP994K19YVFMHHKQGD53YNZ0Q6Y0,326:3WYP994K19YVFMHHKQGD53YNZ0Q6Y0,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:33:55.316783,3,,bad_data
242,2020-10-29 19:13:20.796088,,,,,,f,,{},participant,ca0c888f2e5a2a71263767c90f1c1043,mturk,242,3WYGZ5XF3YM5IFQXNOIPX0F4JA8KSZ,242:3WYGZ5XF3YM5IFQXNOIPX0F4JA8KSZ,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:39:30.581019,3,0,approved
243,2020-10-29 19:13:24.167565,,,,,,f,,{},participant,1adec79c9a72cbebc98e4e8ddc91ba28,mturk,243,320DUZ38G9T7HQBOA3OW77WOGACJGD,243:320DUZ38G9T7HQBOA3OW77WOGACJGD,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:23:32.080266,,,returned
122,2020-10-29 18:52:47.691131,,,,,,f,,{},participant,a6445146c2b42fc52931bbc8c3e83f6a,mturk,122,35LDD5557CB2KKDS3RM3LRGYRLOMKN,122:35LDD5557CB2KKDS3RM3LRGYRLOMKN,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:24:06.494266,3,0.2,approved
191,2020-10-29 19:04:12.65065,,,,,,f,,{},participant,29cf3775cf8f4f93cdb29450b9ea0435,mturk,191,3EFVCAY5L5GSOB56R5C8FUFQSR3J81,191:3EFVCAY5L5GSOB56R5C8FUFQSR3J81,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:31:40.926584,3,0.8,approved
327,2020-10-29 19:32:49.082642,,,,,,f,,{},participant,35f8a46acddacfd605f8ead1ff374e91,mturk,327,3GGAI1SQEX5K1M14BE55X83QMCNCM8,327:3GGAI1SQEX5K1M14BE55X83QMCNCM8,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:34:22.530501,3,,bad_data
99,2020-10-29 18:50:10.648235,,,,,,f,,{},participant,7dfd0f1b763f3bb08364fc3b67f00e36,mturk,99,3HHRAGRYXAC63RFDCAARNMRNBRRO9A,99:3HHRAGRYXAC63RFDCAARNMRNBRRO9A,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:51:19.827973,3,,bad_data
53,2020-10-29 18:46:32.890905,,,,,,f,,{},participant,7ea8bebac1e393b26a1436f8fe36d1bf,mturk,53,3TOK3KHVJVP2P8RKXDC79Q0HG137OH,53:3TOK3KHVJVP2P8RKXDC79Q0HG137OH,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 18:50:05.918241,3,,bad_data
118,2020-10-29 18:52:03.105049,,,,,,f,,{},participant,64bfa0bf72e2c959a5fc017e594fb853,mturk,118,3TR2532VIR15KXMIYQFAVGJZMWB6J0,118:3TR2532VIR15KXMIYQFAVGJZMWB6J0,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:24:28.689642,3,1,approved
296,2020-10-29 19:24:37.880738,,,,,,f,,{},participant,5fcdb07baf6634e4b26dcc46a4a8d816,mturk,296,3AUQQEL7U70JXH0XDQDCP3K24G20VK,296:3AUQQEL7U70JXH0XDQDCP3K24G20VK,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:26:16.116483,,,returned
103,2020-10-29 18:50:21.614108,,,,,,f,,{},participant,072099a9ae4403f1bf7e78442ebd3584,mturk,103,3I3WADAZ9SBN24D19KXAB6MLPV9O5K,103:3I3WADAZ9SBN24D19KXAB6MLPV9O5K,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:12:57.920612,3,,bad_data
223,2020-10-29 19:08:12.595609,,,,,,f,,{},participant,ee51a9eb4c51df60a45a26f7239c2173,mturk,223,333U7HK6IBM4561X8DNO1MTR3I0JD7,223:333U7HK6IBM4561X8DNO1MTR3I0JD7,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:37:04.984943,3,0,approved
101,2020-10-29 18:50:18.919707,,,,,,f,,{},participant,c5223eca0eb116f5bfc9dda5602a230f,mturk,101,3ZSY5X72NZIC7RBZ6RADE7RHHDYORY,101:3ZSY5X72NZIC7RBZ6RADE7RHHDYORY,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:01:04.918213,3,,bad_data
107,2020-10-29 18:50:43.813852,,,,,,f,,{},participant,cc62f88118aaef683cf560268afb00d2,mturk,107,3GNA64GUZGBQNGQHOXPE0BHL4WRQ5U,107:3GNA64GUZGBQNGQHOXPE0BHL4WRQ5U,362E9TQF2IX8ZVUO2JYU7ML1KUNGIW,live,2020-10-29 19:18:58.659332,3,0.6,approved
