id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,origin_id,destination_id,network_id
1098,2020-10-29 18:50:56.997996,,,,,,t,2020-10-29 18:57:57.855757,{},160,165,10
1099,2020-10-29 18:50:57.002692,,,,,,t,2020-10-29 18:57:57.862123,{},165,158,10
1100,2020-10-29 18:50:57.007439,,,,,,t,2020-10-29 18:57:57.869742,{},158,165,10
1103,2020-10-29 18:50:57.021916,,,,,,t,2020-10-29 18:57:57.878847,{},165,161,10
1104,2020-10-29 18:50:57.026578,,,,,,t,2020-10-29 18:57:57.888098,{},161,165,10
1105,2020-10-29 18:50:57.031224,,,,,,t,2020-10-29 18:57:57.896823,{},165,164,10
1106,2020-10-29 18:50:57.035753,,,,,,t,2020-10-29 18:57:57.90721,{},164,165,10
1142,2020-10-29 18:51:39.256684,,,,,,t,2020-10-29 18:57:57.924666,{},165,170,10
1159,2020-10-29 18:51:40.995177,,,,,,t,2020-10-29 18:57:57.931435,{},171,165,10
1160,2020-10-29 18:51:41.004334,,,,,,t,2020-10-29 18:57:57.940734,{},165,171,10
1697,2020-10-29 18:58:09.156205,,,,,,f,,{},29,221,15
1698,2020-10-29 18:58:09.163439,,,,,,f,,{},30,221,15
1741,2020-10-29 18:58:49.251562,,,,,,f,,{},33,225,17
1742,2020-10-29 18:58:49.263088,,,,,,f,,{},34,225,17
1662,2020-10-29 18:57:20.263687,,,,,,t,2020-10-29 19:03:54.629187,{},215,218,16
1675,2020-10-29 18:57:32.701313,,,,,,t,2020-10-29 19:08:50.373563,{},219,205,15
1699,2020-10-29 18:58:09.170485,,,,,,f,,{},221,214,15
1700,2020-10-29 18:58:09.178285,,,,,,f,,{},214,221,15
1701,2020-10-29 18:58:09.185378,,,,,,f,,{},221,207,15
1702,2020-10-29 18:58:09.194341,,,,,,f,,{},207,221,15
1705,2020-10-29 18:58:09.221883,,,,,,f,,{},221,210,15
1706,2020-10-29 18:58:09.229864,,,,,,f,,{},210,221,15
1707,2020-10-29 18:58:09.238268,,,,,,f,,{},221,208,15
1708,2020-10-29 18:58:09.246062,,,,,,f,,{},208,221,15
1709,2020-10-29 18:58:09.254196,,,,,,f,,{},221,219,15
1710,2020-10-29 18:58:09.263276,,,,,,f,,{},219,221,15
2310,2020-10-29 19:07:14.344352,,,,,,t,2020-10-29 19:33:50.756133,{},259,274,21
1703,2020-10-29 18:58:09.203822,,,,,,t,2020-10-29 19:34:02.385139,{},221,216,15
1713,2020-10-29 18:58:09.298046,,,,,,f,,{},221,220,15
1714,2020-10-29 18:58:09.308475,,,,,,f,,{},220,221,15
1704,2020-10-29 18:58:09.212613,,,,,,t,2020-10-29 19:34:02.388537,{},216,221,15
1715,2020-10-29 18:58:09.318174,,,,,,t,2020-10-29 18:58:43.803162,{},221,202,15
1716,2020-10-29 18:58:09.329158,,,,,,t,2020-10-29 18:58:43.808999,{},202,221,15
1717,2020-10-29 18:58:13.200184,,,,,,t,2020-10-29 18:59:30.565443,{},222,217,16
1718,2020-10-29 18:58:13.211066,,,,,,t,2020-10-29 18:59:30.568908,{},217,222,16
1719,2020-10-29 18:58:13.223973,,,,,,t,2020-10-29 18:59:30.571996,{},31,222,16
1720,2020-10-29 18:58:13.24276,,,,,,t,2020-10-29 18:59:30.575031,{},32,222,16
1721,2020-10-29 18:58:13.257525,,,,,,t,2020-10-29 18:59:30.578568,{},222,213,16
1722,2020-10-29 18:58:13.269643,,,,,,t,2020-10-29 18:59:30.581548,{},213,222,16
1723,2020-10-29 18:58:13.283332,,,,,,t,2020-10-29 18:59:30.584531,{},222,218,16
1724,2020-10-29 18:58:13.300746,,,,,,t,2020-10-29 18:59:30.587846,{},218,222,16
1725,2020-10-29 18:58:13.318723,,,,,,t,2020-10-29 18:59:30.590846,{},222,215,16
1726,2020-10-29 18:58:13.330169,,,,,,t,2020-10-29 18:59:30.59397,{},215,222,16
1844,2020-10-29 19:01:08.8056,,,,,,t,2020-10-29 19:01:57.642235,{},224,234,17
1859,2020-10-29 19:01:12.670551,,,,,,t,2020-10-29 19:01:57.650247,{},235,224,17
1860,2020-10-29 19:01:12.680417,,,,,,t,2020-10-29 19:01:57.656464,{},224,235,17
1744,2020-10-29 18:58:49.285279,,,,,,t,2020-10-29 19:01:57.671762,{},224,225,17
1877,2020-10-29 19:01:13.167787,,,,,,t,2020-10-29 19:01:57.678408,{},236,224,17
1878,2020-10-29 19:01:13.176032,,,,,,t,2020-10-29 19:01:57.687152,{},224,236,17
1739,2020-10-29 18:58:40.355849,,,,,,t,2020-10-29 19:01:57.693313,{},33,224,17
1740,2020-10-29 18:58:40.364336,,,,,,t,2020-10-29 19:01:57.700815,{},34,224,17
1747,2020-10-29 18:58:53.205161,,,,,,t,2020-10-29 19:01:57.711302,{},226,224,17
1748,2020-10-29 18:58:53.218094,,,,,,t,2020-10-29 19:01:57.720373,{},224,226,17
1753,2020-10-29 18:58:58.376788,,,,,,t,2020-10-29 19:01:57.732332,{},227,224,17
1754,2020-10-29 18:58:58.396029,,,,,,t,2020-10-29 19:01:57.743964,{},224,227,17
1775,2020-10-29 18:59:21.339634,,,,,,t,2020-10-29 19:01:57.751102,{},229,224,17
1776,2020-10-29 18:59:21.352375,,,,,,t,2020-10-29 19:01:57.7575,{},224,229,17
1842,2020-10-29 19:01:08.780801,,,,,,t,2020-10-29 19:02:01.20164,{},227,234,17
1875,2020-10-29 19:01:13.152305,,,,,,t,2020-10-29 19:02:01.229471,{},236,227,17
1876,2020-10-29 19:01:13.160099,,,,,,t,2020-10-29 19:02:01.236462,{},227,236,17
1777,2020-10-29 18:59:21.369071,,,,,,t,2020-10-29 19:02:01.295095,{},229,227,17
1778,2020-10-29 18:59:21.377951,,,,,,t,2020-10-29 19:02:01.30643,{},227,229,17
1579,2020-10-29 18:56:08.850861,,,,,,t,2020-10-29 19:02:05.788723,{},211,209,14
1580,2020-10-29 18:56:08.858032,,,,,,t,2020-10-29 19:02:05.795101,{},209,211,14
1581,2020-10-29 18:56:08.866779,,,,,,t,2020-10-29 19:02:05.802065,{},27,211,14
1582,2020-10-29 18:56:08.875315,,,,,,t,2020-10-29 19:02:05.811167,{},28,211,14
1583,2020-10-29 18:56:08.882077,,,,,,t,2020-10-29 19:02:05.843922,{},211,194,14
1584,2020-10-29 18:56:08.891665,,,,,,t,2020-10-29 19:02:05.849934,{},194,211,14
1587,2020-10-29 18:56:08.916016,,,,,,t,2020-10-29 19:02:05.860456,{},211,204,14
1588,2020-10-29 18:56:08.9261,,,,,,t,2020-10-29 19:02:05.871505,{},204,211,14
1589,2020-10-29 18:56:08.935845,,,,,,t,2020-10-29 19:02:05.879038,{},211,199,14
1590,2020-10-29 18:56:08.943779,,,,,,t,2020-10-29 19:02:05.88956,{},199,211,14
1593,2020-10-29 18:56:08.972383,,,,,,t,2020-10-29 19:02:05.897078,{},211,197,14
1594,2020-10-29 18:56:08.983308,,,,,,t,2020-10-29 19:02:05.904975,{},197,211,14
1595,2020-10-29 18:56:08.990026,,,,,,t,2020-10-29 19:02:05.911512,{},211,203,14
1596,2020-10-29 18:56:08.996218,,,,,,t,2020-10-29 19:02:05.917702,{},203,211,14
1967,2020-10-29 19:02:15.357973,,,,,,f,,{},31,244,16
1968,2020-10-29 19:02:15.365258,,,,,,f,,{},32,244,16
1971,2020-10-29 19:02:15.388709,,,,,,f,,{},244,232,16
1972,2020-10-29 19:02:15.396037,,,,,,f,,{},232,244,16
1979,2020-10-29 19:02:15.458985,,,,,,f,,{},244,218,16
1980,2020-10-29 19:02:15.466295,,,,,,f,,{},218,244,16
1981,2020-10-29 19:02:15.473356,,,,,,f,,{},244,237,16
1982,2020-10-29 19:02:15.481009,,,,,,f,,{},237,244,16
1965,2020-10-29 19:02:15.342186,,,,,,t,2020-10-29 19:02:41.630085,{},244,240,16
1966,2020-10-29 19:02:15.350435,,,,,,t,2020-10-29 19:02:41.634299,{},240,244,16
1975,2020-10-29 19:02:15.421772,,,,,,t,2020-10-29 19:03:19.973464,{},244,213,16
1976,2020-10-29 19:02:15.43123,,,,,,t,2020-10-29 19:03:19.980408,{},213,244,16
1973,2020-10-29 19:02:15.403416,,,,,,t,2020-10-29 19:03:54.374875,{},244,230,16
1974,2020-10-29 19:02:15.41114,,,,,,t,2020-10-29 19:03:54.38538,{},230,244,16
1977,2020-10-29 19:02:15.442245,,,,,,t,2020-10-29 19:03:54.636666,{},244,215,16
1978,2020-10-29 19:02:15.451945,,,,,,t,2020-10-29 19:03:54.647252,{},215,244,16
1952,2020-10-29 19:02:13.716162,,,,,,t,2020-10-29 19:03:54.697778,{},215,242,16
1969,2020-10-29 19:02:15.372368,,,,,,t,2020-10-29 19:03:59.134764,{},244,242,16
1970,2020-10-29 19:02:15.380984,,,,,,t,2020-10-29 19:03:59.144411,{},242,244,16
843,2020-10-29 18:49:58.505863,,,,,,t,2020-10-29 19:04:34.776873,{},143,136,8
844,2020-10-29 18:49:58.510558,,,,,,t,2020-10-29 19:04:34.784867,{},136,143,8
857,2020-10-29 18:49:58.89388,,,,,,t,2020-10-29 19:04:34.793427,{},144,136,8
858,2020-10-29 18:49:58.903653,,,,,,t,2020-10-29 19:04:34.800639,{},136,144,8
796,2020-10-29 18:49:52.000594,,,,,,t,2020-10-29 19:04:34.83386,{},16,136,8
801,2020-10-29 18:49:52.030107,,,,,,t,2020-10-29 19:04:34.899771,{},136,125,8
802,2020-10-29 18:49:52.037487,,,,,,t,2020-10-29 19:04:34.956219,{},125,136,8
1961,2020-10-29 19:02:15.234499,,,,,,t,2020-10-29 19:06:16.705503,{},243,241,19
1711,2020-10-29 18:58:09.277365,,,,,,t,2020-10-29 19:08:50.405729,{},221,205,15
1712,2020-10-29 18:58:09.287545,,,,,,t,2020-10-29 19:08:50.41181,{},205,221,15
1563,2020-10-29 18:55:59.435523,,,,,,t,2020-10-29 18:58:13.663926,{},209,206,14
1564,2020-10-29 18:55:59.446689,,,,,,t,2020-10-29 18:58:13.670337,{},206,209,14
1527,2020-10-29 18:55:50.039591,,,,,,t,2020-10-29 18:58:13.705791,{},206,194,14
1528,2020-10-29 18:55:50.057388,,,,,,t,2020-10-29 18:58:13.712954,{},194,206,14
1531,2020-10-29 18:55:50.120479,,,,,,t,2020-10-29 18:58:13.721208,{},206,204,14
1532,2020-10-29 18:55:50.129509,,,,,,t,2020-10-29 18:58:13.729069,{},204,206,14
1533,2020-10-29 18:55:50.138485,,,,,,t,2020-10-29 18:58:13.735843,{},206,199,14
1534,2020-10-29 18:55:50.152659,,,,,,t,2020-10-29 18:58:13.74684,{},199,206,14
1535,2020-10-29 18:55:50.166018,,,,,,t,2020-10-29 18:58:13.756444,{},206,197,14
1536,2020-10-29 18:55:50.185611,,,,,,t,2020-10-29 18:58:13.765378,{},197,206,14
1537,2020-10-29 18:55:50.202144,,,,,,t,2020-10-29 18:58:13.773218,{},206,203,14
1538,2020-10-29 18:55:50.220067,,,,,,t,2020-10-29 18:58:13.781547,{},203,206,14
1591,2020-10-29 18:56:08.951751,,,,,,t,2020-10-29 18:58:13.787256,{},211,206,14
1592,2020-10-29 18:56:08.963614,,,,,,t,2020-10-29 18:58:13.795603,{},206,211,14
1612,2020-10-29 18:56:10.544579,,,,,,t,2020-10-29 18:58:13.812337,{},206,212,14
1745,2020-10-29 18:58:53.17047,,,,,,t,2020-10-29 19:10:10.139641,{},33,226,17
1746,2020-10-29 18:58:53.188025,,,,,,t,2020-10-29 19:10:10.153023,{},34,226,17
1635,2020-10-29 18:56:23.943982,,,,,,t,2020-10-29 19:34:02.203907,{},29,216,15
1636,2020-10-29 18:56:23.950416,,,,,,t,2020-10-29 19:34:02.208956,{},30,216,15
1749,2020-10-29 18:58:53.234536,,,,,,t,2020-10-29 19:10:10.204319,{},226,225,17
1750,2020-10-29 18:58:53.245069,,,,,,t,2020-10-29 19:10:10.211153,{},225,226,17
1637,2020-10-29 18:56:23.95674,,,,,,t,2020-10-29 19:34:02.246373,{},216,214,15
1638,2020-10-29 18:56:23.962889,,,,,,t,2020-10-29 19:34:02.308066,{},214,216,15
1779,2020-10-29 18:59:21.388881,,,,,,t,2020-10-29 19:10:10.2201,{},229,226,17
1727,2020-10-29 18:58:18.210731,,,,,,t,2020-10-29 19:00:17.472349,{},223,217,16
1728,2020-10-29 18:58:18.233548,,,,,,t,2020-10-29 19:00:17.478604,{},217,223,16
880,2020-10-29 18:50:03.954473,,,,,,t,2020-10-29 18:58:23.366516,{},138,146,9
978,2020-10-29 18:50:16.817227,,,,,,t,2020-10-29 18:58:23.383073,{},138,154,9
836,2020-10-29 18:49:56.188259,,,,,,t,2020-10-29 18:58:23.489111,{},138,141,9
1543,2020-10-29 18:55:52.727091,,,,,,t,2020-10-29 18:58:43.730116,{},207,202,15
1544,2020-10-29 18:55:52.731569,,,,,,t,2020-10-29 18:58:43.736215,{},202,207,15
1647,2020-10-29 18:56:24.025563,,,,,,t,2020-10-29 18:58:43.76426,{},216,202,15
1648,2020-10-29 18:56:24.034639,,,,,,t,2020-10-29 18:58:43.77256,{},202,216,15
1677,2020-10-29 18:57:32.734515,,,,,,t,2020-10-29 18:58:43.77919,{},219,202,15
1678,2020-10-29 18:57:32.744669,,,,,,t,2020-10-29 18:58:43.785151,{},202,219,15
1695,2020-10-29 18:57:50.474279,,,,,,t,2020-10-29 18:58:43.790784,{},220,202,15
1696,2020-10-29 18:57:50.49358,,,,,,t,2020-10-29 18:58:43.796831,{},202,220,15
2477,2020-10-29 19:11:11.58164,,,,,,t,2020-10-29 19:27:07.664592,{},290,288,23
2472,2020-10-29 19:11:11.511607,,,,,,t,2020-10-29 19:28:37.35381,{},277,290,23
2473,2020-10-29 19:11:11.527139,,,,,,t,2020-10-29 19:28:37.358436,{},290,286,23
2474,2020-10-29 19:11:11.537156,,,,,,t,2020-10-29 19:28:37.362911,{},286,290,23
2475,2020-10-29 19:11:11.549109,,,,,,t,2020-10-29 19:28:37.367143,{},290,282,23
2476,2020-10-29 19:11:11.56474,,,,,,t,2020-10-29 19:28:37.371314,{},282,290,23
149,2020-10-29 18:43:38.928618,,,,,,t,2020-10-29 18:59:05.845807,{},78,76,4
150,2020-10-29 18:43:38.934953,,,,,,t,2020-10-29 18:59:05.853443,{},76,78,4
1445,2020-10-29 18:54:47.608149,,,,,,t,2020-10-29 18:59:06.608605,{},25,198,13
1446,2020-10-29 18:54:47.621915,,,,,,t,2020-10-29 18:59:06.616292,{},26,198,13
1447,2020-10-29 18:54:47.634721,,,,,,t,2020-10-29 18:59:06.644707,{},198,191,13
1448,2020-10-29 18:54:47.644179,,,,,,t,2020-10-29 18:59:06.651834,{},191,198,13
1449,2020-10-29 18:54:47.651519,,,,,,t,2020-10-29 18:59:06.661237,{},198,185,13
1450,2020-10-29 18:54:47.658438,,,,,,t,2020-10-29 18:59:06.667489,{},185,198,13
1451,2020-10-29 18:54:47.665214,,,,,,t,2020-10-29 18:59:06.673807,{},198,192,13
1452,2020-10-29 18:54:47.672,,,,,,t,2020-10-29 18:59:06.681846,{},192,198,13
1453,2020-10-29 18:54:47.678427,,,,,,t,2020-10-29 18:59:06.688096,{},198,188,13
1454,2020-10-29 18:54:47.685171,,,,,,t,2020-10-29 18:59:06.693949,{},188,198,13
1455,2020-10-29 18:54:47.692157,,,,,,t,2020-10-29 18:59:06.699824,{},198,189,13
1456,2020-10-29 18:54:47.699393,,,,,,t,2020-10-29 18:59:06.708175,{},189,198,13
1459,2020-10-29 18:54:47.732124,,,,,,t,2020-10-29 18:59:06.718213,{},198,187,13
1460,2020-10-29 18:54:47.742818,,,,,,t,2020-10-29 18:59:06.727786,{},187,198,13
1461,2020-10-29 18:54:47.749415,,,,,,t,2020-10-29 18:59:06.73483,{},198,195,13
1462,2020-10-29 18:54:47.756033,,,,,,t,2020-10-29 18:59:06.743507,{},195,198,13
1479,2020-10-29 18:55:00.590915,,,,,,t,2020-10-29 18:59:06.751695,{},201,198,13
1480,2020-10-29 18:55:00.596226,,,,,,t,2020-10-29 18:59:06.762613,{},198,201,13
1773,2020-10-29 18:59:21.313191,,,,,,f,,{},33,229,17
1774,2020-10-29 18:59:21.328869,,,,,,f,,{},34,229,17
1781,2020-10-29 18:59:21.41762,,,,,,f,,{},229,225,17
1782,2020-10-29 18:59:21.437369,,,,,,f,,{},225,229,17
1737,2020-10-29 18:58:18.365436,,,,,,t,2020-10-29 18:59:30.596984,{},223,222,16
1738,2020-10-29 18:58:18.377594,,,,,,t,2020-10-29 18:59:30.600008,{},222,223,16
1885,2020-10-29 19:01:15.939894,,,,,,f,,{},31,237,16
1886,2020-10-29 19:01:15.953558,,,,,,f,,{},32,237,16
1889,2020-10-29 19:01:16.005546,,,,,,f,,{},237,232,16
1890,2020-10-29 19:01:16.020947,,,,,,f,,{},232,237,16
1895,2020-10-29 19:01:16.11101,,,,,,f,,{},237,218,16
1896,2020-10-29 19:01:16.120161,,,,,,f,,{},218,237,16
1751,2020-10-29 18:58:58.348843,,,,,,t,2020-10-29 19:02:01.245099,{},33,227,17
1752,2020-10-29 18:58:58.362309,,,,,,t,2020-10-29 19:02:01.254259,{},34,227,17
1755,2020-10-29 18:58:58.406293,,,,,,t,2020-10-29 19:02:01.263247,{},227,225,17
1756,2020-10-29 18:58:58.418028,,,,,,t,2020-10-29 19:02:01.268875,{},225,227,17
1757,2020-10-29 18:58:58.431454,,,,,,t,2020-10-29 19:02:01.275255,{},227,226,17
1758,2020-10-29 18:58:58.448596,,,,,,t,2020-10-29 19:02:01.283042,{},226,227,17
1731,2020-10-29 18:58:18.284075,,,,,,t,2020-10-29 19:03:19.990996,{},223,213,16
1732,2020-10-29 18:58:18.300483,,,,,,t,2020-10-29 19:03:19.998706,{},213,223,16
1893,2020-10-29 19:01:16.084397,,,,,,t,2020-10-29 19:03:20.007425,{},237,213,16
1894,2020-10-29 19:01:16.101709,,,,,,t,2020-10-29 19:03:20.015963,{},213,237,16
1891,2020-10-29 19:01:16.050294,,,,,,t,2020-10-29 19:03:54.392095,{},237,230,16
1892,2020-10-29 19:01:16.06533,,,,,,t,2020-10-29 19:03:54.405309,{},230,237,16
1735,2020-10-29 18:58:18.336897,,,,,,t,2020-10-29 19:03:54.654287,{},223,215,16
1736,2020-10-29 18:58:18.355339,,,,,,t,2020-10-29 19:03:54.662338,{},215,223,16
1025,2020-10-29 18:50:25.379604,,,,,,t,2020-10-29 18:58:59.499738,{},158,155,10
1026,2020-10-29 18:50:25.384158,,,,,,t,2020-10-29 18:58:59.505461,{},155,158,10
1065,2020-10-29 18:50:40.937933,,,,,,t,2020-10-29 18:58:59.512347,{},162,158,10
1066,2020-10-29 18:50:40.94245,,,,,,t,2020-10-29 18:58:59.518073,{},158,162,10
1147,2020-10-29 18:51:39.300253,,,,,,t,2020-10-29 18:58:59.523357,{},170,158,10
1148,2020-10-29 18:51:39.309032,,,,,,t,2020-10-29 18:58:59.527977,{},158,170,10
1165,2020-10-29 18:51:41.054663,,,,,,t,2020-10-29 18:58:59.534065,{},171,158,10
1166,2020-10-29 18:51:41.0615,,,,,,t,2020-10-29 18:58:59.538892,{},158,171,10
1783,2020-10-29 18:59:25.607693,,,,,,t,2020-10-29 19:00:17.484788,{},230,217,16
1784,2020-10-29 18:59:25.620293,,,,,,t,2020-10-29 19:00:17.490653,{},217,230,16
1801,2020-10-29 18:59:55.033703,,,,,,t,2020-10-29 19:00:17.496095,{},231,217,16
1802,2020-10-29 18:59:55.055452,,,,,,t,2020-10-29 19:00:17.501635,{},217,231,16
1799,2020-10-29 18:59:55.011338,,,,,,t,2020-10-29 19:00:27.819815,{},31,231,16
1800,2020-10-29 18:59:55.023307,,,,,,t,2020-10-29 19:00:27.82616,{},32,231,16
1803,2020-10-29 18:59:55.068283,,,,,,t,2020-10-29 19:00:27.832618,{},231,223,16
1804,2020-10-29 18:59:55.08155,,,,,,t,2020-10-29 19:00:27.838678,{},223,231,16
1805,2020-10-29 18:59:55.091264,,,,,,t,2020-10-29 19:00:27.844934,{},231,230,16
1806,2020-10-29 18:59:55.101693,,,,,,t,2020-10-29 19:00:27.850368,{},230,231,16
1807,2020-10-29 18:59:55.109779,,,,,,t,2020-10-29 19:00:27.856084,{},231,213,16
1808,2020-10-29 18:59:55.11758,,,,,,t,2020-10-29 19:00:27.86239,{},213,231,16
1809,2020-10-29 18:59:55.125523,,,,,,t,2020-10-29 19:00:27.871546,{},231,218,16
1810,2020-10-29 18:59:55.133088,,,,,,t,2020-10-29 19:00:27.877287,{},218,231,16
762,2020-10-29 18:49:44.410008,,,,,,t,2020-10-29 18:59:19.686647,{},129,133,7
787,2020-10-29 18:49:45.823659,,,,,,t,2020-10-29 18:59:19.693693,{},135,129,7
788,2020-10-29 18:49:45.830492,,,,,,t,2020-10-29 18:59:19.700071,{},129,135,7
1639,2020-10-29 18:56:23.969062,,,,,,t,2020-10-29 19:34:02.311716,{},216,207,15
1640,2020-10-29 18:56:23.975236,,,,,,t,2020-10-29 19:34:02.315143,{},207,216,15
1811,2020-10-29 18:59:55.141688,,,,,,t,2020-10-29 19:00:27.883211,{},231,215,16
1812,2020-10-29 18:59:55.151301,,,,,,t,2020-10-29 19:00:27.889109,{},215,231,16
1641,2020-10-29 18:56:23.981597,,,,,,t,2020-10-29 19:34:02.318566,{},216,210,15
2382,2020-10-29 19:08:51.822816,,,,,,t,2020-10-29 19:12:13.192831,{},271,283,20
2581,2020-10-29 19:14:08.691378,,,,,,t,2020-10-29 19:16:23.254792,{},302,298,22
2582,2020-10-29 19:14:08.700486,,,,,,t,2020-10-29 19:16:23.262588,{},298,302,22
1771,2020-10-29 18:59:18.560986,,,,,,t,2020-10-29 18:59:30.603092,{},228,222,16
1772,2020-10-29 18:59:18.56557,,,,,,t,2020-10-29 18:59:30.606181,{},222,228,16
1797,2020-10-29 18:59:25.769061,,,,,,t,2020-10-29 18:59:30.609243,{},230,222,16
1798,2020-10-29 18:59:25.780603,,,,,,t,2020-10-29 18:59:30.612455,{},222,230,16
1759,2020-10-29 18:59:18.45887,,,,,,t,2020-10-29 18:59:35.039922,{},228,217,16
1760,2020-10-29 18:59:18.468882,,,,,,t,2020-10-29 18:59:35.044113,{},217,228,16
1761,2020-10-29 18:59:18.478832,,,,,,t,2020-10-29 18:59:35.047843,{},31,228,16
1762,2020-10-29 18:59:18.490061,,,,,,t,2020-10-29 18:59:35.051714,{},32,228,16
1763,2020-10-29 18:59:18.498887,,,,,,t,2020-10-29 18:59:35.055626,{},228,223,16
1764,2020-10-29 18:59:18.507541,,,,,,t,2020-10-29 18:59:35.060031,{},223,228,16
1765,2020-10-29 18:59:18.51713,,,,,,t,2020-10-29 18:59:35.064524,{},228,213,16
1766,2020-10-29 18:59:18.528101,,,,,,t,2020-10-29 18:59:35.06796,{},213,228,16
1767,2020-10-29 18:59:18.535683,,,,,,t,2020-10-29 18:59:35.071582,{},228,218,16
1768,2020-10-29 18:59:18.543901,,,,,,t,2020-10-29 18:59:35.075081,{},218,228,16
1769,2020-10-29 18:59:18.550395,,,,,,t,2020-10-29 18:59:35.078532,{},228,215,16
1770,2020-10-29 18:59:18.555273,,,,,,t,2020-10-29 18:59:35.08198,{},215,228,16
1785,2020-10-29 18:59:25.635366,,,,,,t,2020-10-29 18:59:35.085491,{},230,228,16
1786,2020-10-29 18:59:25.65127,,,,,,t,2020-10-29 18:59:35.089126,{},228,230,16
1939,2020-10-29 19:02:03.523395,,,,,,t,2020-10-29 19:17:51.012828,{},241,239,19
2478,2020-10-29 19:11:11.590435,,,,,,t,2020-10-29 19:27:07.67198,{},288,290,23
1937,2020-10-29 19:02:03.49492,,,,,,t,2020-10-29 19:28:34.020725,{},37,241,19
1938,2020-10-29 19:02:03.509739,,,,,,t,2020-10-29 19:28:34.02559,{},38,241,19
2481,2020-10-29 19:11:11.625666,,,,,,t,2020-10-29 19:28:37.375393,{},290,279,23
2482,2020-10-29 19:11:11.642869,,,,,,t,2020-10-29 19:28:37.379432,{},279,290,23
1791,2020-10-29 18:59:25.700554,,,,,,t,2020-10-29 19:03:20.02351,{},230,213,16
1792,2020-10-29 18:59:25.70815,,,,,,t,2020-10-29 19:03:20.032666,{},213,230,16
1949,2020-10-29 19:02:13.676301,,,,,,t,2020-10-29 19:03:20.042369,{},242,213,16
1950,2020-10-29 19:02:13.689465,,,,,,t,2020-10-29 19:03:20.051492,{},213,242,16
1787,2020-10-29 18:59:25.662331,,,,,,t,2020-10-29 19:03:54.415812,{},31,230,16
1788,2020-10-29 18:59:25.669999,,,,,,t,2020-10-29 19:03:54.421696,{},32,230,16
1789,2020-10-29 18:59:25.681127,,,,,,t,2020-10-29 19:03:54.441263,{},230,223,16
1790,2020-10-29 18:59:25.691255,,,,,,t,2020-10-29 19:03:54.448538,{},223,230,16
1793,2020-10-29 18:59:25.717501,,,,,,t,2020-10-29 19:03:54.45563,{},230,218,16
1794,2020-10-29 18:59:25.731058,,,,,,t,2020-10-29 19:03:54.465081,{},218,230,16
1795,2020-10-29 18:59:25.743777,,,,,,t,2020-10-29 19:03:54.473385,{},230,215,16
1796,2020-10-29 18:59:25.759694,,,,,,t,2020-10-29 19:03:54.481933,{},215,230,16
1945,2020-10-29 19:02:13.625352,,,,,,t,2020-10-29 19:03:54.490351,{},242,230,16
1946,2020-10-29 19:02:13.63829,,,,,,t,2020-10-29 19:03:54.497533,{},230,242,16
1897,2020-10-29 19:01:16.129839,,,,,,t,2020-10-29 19:03:54.669325,{},237,215,16
1898,2020-10-29 19:01:16.147954,,,,,,t,2020-10-29 19:03:54.680544,{},215,237,16
1951,2020-10-29 19:02:13.706209,,,,,,t,2020-10-29 19:03:54.688232,{},242,215,16
1943,2020-10-29 19:02:13.602236,,,,,,t,2020-10-29 19:03:59.15311,{},31,242,16
1944,2020-10-29 19:02:13.612825,,,,,,t,2020-10-29 19:03:59.159779,{},32,242,16
1947,2020-10-29 19:02:13.649295,,,,,,t,2020-10-29 19:03:59.172137,{},242,232,16
1948,2020-10-29 19:02:13.662364,,,,,,t,2020-10-29 19:03:59.180753,{},232,242,16
1953,2020-10-29 19:02:13.72622,,,,,,t,2020-10-29 19:03:59.191093,{},242,218,16
1954,2020-10-29 19:02:13.737031,,,,,,t,2020-10-29 19:03:59.197283,{},218,242,16
1955,2020-10-29 19:02:13.752482,,,,,,t,2020-10-29 19:03:59.204309,{},242,237,16
1956,2020-10-29 19:02:13.761959,,,,,,t,2020-10-29 19:03:59.21637,{},237,242,16
1957,2020-10-29 19:02:13.770747,,,,,,t,2020-10-29 19:03:59.225298,{},242,223,16
1958,2020-10-29 19:02:13.783202,,,,,,t,2020-10-29 19:03:59.233309,{},223,242,16
1959,2020-10-29 19:02:15.218404,,,,,,t,2020-10-29 19:06:16.737437,{},37,243,19
1960,2020-10-29 19:02:15.226602,,,,,,t,2020-10-29 19:06:16.743811,{},38,243,19
1642,2020-10-29 18:56:23.987821,,,,,,t,2020-10-29 19:34:02.322006,{},210,216,15
1643,2020-10-29 18:56:23.993968,,,,,,t,2020-10-29 19:34:02.325341,{},216,208,15
1644,2020-10-29 18:56:24.000878,,,,,,t,2020-10-29 19:34:02.328712,{},208,216,15
1669,2020-10-29 18:57:32.618707,,,,,,t,2020-10-29 19:34:02.332604,{},219,216,15
2015,2020-10-29 19:03:31.611584,,,,,,t,2020-10-29 19:10:48.609762,{},249,247,19
2016,2020-10-29 19:03:31.631542,,,,,,t,2020-10-29 19:10:48.619022,{},247,249,19
1670,2020-10-29 18:57:32.632275,,,,,,t,2020-10-29 19:34:02.336109,{},216,219,15
2021,2020-10-29 19:04:30.836423,,,,,,f,,{},37,250,19
2022,2020-10-29 19:04:30.84628,,,,,,f,,{},38,250,19
2027,2020-10-29 19:04:30.901222,,,,,,t,2020-10-29 19:10:48.625042,{},250,247,19
